Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:19:59,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:19:59,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:00,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:00,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:00,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:01,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:01,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:02,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:02,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:03,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:03,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:03,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:04,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:04,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:05,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:05,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.66,2023-03-02 07:20:05,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:06,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:06,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:07,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:07,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:08,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:08,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:08,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:09,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:09,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.65,2023-03-02 07:20:10,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:10,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:11,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:11,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:11,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:12,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:12,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:13,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:14,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:14,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:14,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.64,2023-03-02 07:20:15,True
ZECUSDT,отскок,asks,43.71,2023-03-02 07:16:11,43.63,2023-03-02 07:20:15,True
