Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный,Заработали с сделки
DOGEUSDT,отскок,bids,0.06848,2023-03-15 22:45:22,0.06834,2023-03-15 22:51:21,False,-0.008468736648864059
DOGEUSDT,отскок,asks,0.06879,2023-03-15 22:58:04,0.06893,2023-03-15 22:59:54,False,-0.05042349074455055
DOGEUSDT,отскок,bids,0.06869,2023-03-15 23:01:33,0.06899,2023-03-15 23:27:57,True,0.04130899027537631
DOGEUSDT,отскок,asks,0.06901,2023-03-15 23:27:58,0.06915,2023-03-15 23:35:20,False,-0.009300428237549143
DOGEUSDT,отскок,asks,0.06927,2023-03-16 01:32:15,0.06892,2023-03-16 01:35:27,True,0.04302611941947248
DOGEUSDT,отскок,bids,0.06883,2023-03-16 01:35:37,0.06869,2023-03-16 01:36:43,False,-0.04295199122202218
DOGEUSDT,отскок,asks,0.06896,2023-03-16 01:39:53,0.06915,2023-03-16 01:40:51,False,-0.04364107194493877
DOGEUSDT,отскок,asks,0.06914,2023-03-16 01:40:54,0.0693,2023-03-16 01:51:26,False,-0.04757607824780392
DOGEUSDT,отскок,asks,0.06937,2023-03-16 01:51:33,0.06951,2023-03-16 02:04:12,False,0.00589858297438319
DOGEUSDT,отскок,asks,0.06942,2023-03-16 02:09:06,0.06956,2023-03-16 02:18:32,False,-0.02153614240825495
DOGEUSDT,отскок,asks,0.06954,2023-03-16 02:19:00,0.06969,2023-03-16 02:21:08,False,-0.05251430168599879
DOGEUSDT,отскок,asks,0.06949,2023-03-16 02:28:22,0.06966,2023-03-16 02:33:30,False,-0.02551801547460017
DOGEUSDT,отскок,asks,0.0697,2023-03-16 02:34:27,0.06939,2023-03-16 02:37:00,True,0.042305679571581795
DOGEUSDT,отскок,asks,0.06944,2023-03-16 02:37:29,0.06913,2023-03-16 02:45:10,True,0.043413276705905515
DOGEUSDT,отскок,asks,0.06938,2023-03-16 02:47:02,0.06955,2023-03-16 02:49:15,False,-0.03912715652508091
DOGEUSDT,отскок,asks,0.06951,2023-03-16 02:49:35,0.06967,2023-03-16 02:53:20,False,-0.02390972634746826
DOGEUSDT,отскок,asks,0.06956,2023-03-16 03:02:10,0.0697,2023-03-16 03:04:03,False,-0.04136861380666428
DOGEUSDT,отскок,asks,0.06964,2023-03-16 03:04:20,0.06979,2023-03-16 03:05:59,False,-0.052197392456300354
DOGEUSDT,отскок,bids,0.06946,2023-03-16 03:10:06,0.06978,2023-03-16 03:15:41,True,0.040686098288912724
DOGEUSDT,отскок,asks,0.0697,2023-03-16 03:15:55,0.06984,2023-03-16 03:17:51,False,-0.049295163827958455
DOGEUSDT,отскок,asks,0.06984,2023-03-16 03:17:56,0.06998,2023-03-16 03:20:15,False,-0.04184106468747798
DOGEUSDT,отскок,asks,0.07004,2023-03-16 03:21:04,0.06971,2023-03-16 03:33:07,True,0.04099336596242935
DOGEUSDT,отскок,bids,0.06943,2023-03-16 03:35:03,0.06975,2023-03-16 03:40:33,True,0.040282920935353385
DOGEUSDT,отскок,asks,0.06979,2023-03-16 03:40:38,0.06947,2023-03-16 03:42:01,True,0.04094617249069549
DOGEUSDT,отскок,asks,0.06958,2023-03-16 03:42:40,0.06927,2023-03-16 03:45:13,True,0.04077167201346742
DOGEUSDT,отскок,asks,0.06938,2023-03-16 03:46:50,0.06954,2023-03-16 03:47:59,False,-0.0553834272332303
DOGEUSDT,отскок,asks,0.06966,2023-03-16 03:53:24,0.06932,2023-03-16 03:57:16,True,0.045956519088011086
DOGEUSDT,отскок,bids,0.06904,2023-03-16 03:58:42,0.0694,2023-03-16 04:01:04,True,0.044486221572965244
DOGEUSDT,отскок,asks,0.06949,2023-03-16 04:13:11,0.06918,2023-03-16 04:15:04,True,0.045486370007149904
DOGEUSDT,отскок,asks,0.06937,2023-03-16 04:23:01,0.06952,2023-03-16 04:30:59,False,-0.009676507465271508
DOGEUSDT,отскок,asks,0.06951,2023-03-16 04:31:04,0.06918,2023-03-16 04:42:09,True,0.04309805994866044
DOGEUSDT,отскок,asks,0.06931,2023-03-16 04:43:48,0.06947,2023-03-16 04:45:08,False,-0.046283994387835516
DOGEUSDT,отскок,asks,0.06951,2023-03-16 04:48:44,0.06965,2023-03-16 04:53:39,False,-0.04239051472272438
DOGEUSDT,отскок,asks,0.06959,2023-03-16 04:58:30,0.06974,2023-03-16 05:07:18,False,-0.023102523409938173
DOGEUSDT,отскок,asks,0.06973,2023-03-16 05:07:26,0.06987,2023-03-16 05:10:41,False,-0.04946276790854534
DOGEUSDT,отскок,bids,0.06996,2023-03-16 05:34:42,0.07027,2023-03-16 05:37:47,True,0.04247946775112671
DOGEUSDT,отскок,asks,0.07063,2023-03-16 06:02:15,0.07032,2023-03-16 06:05:20,True,0.04370480289181857
DOGEUSDT,отскок,bids,0.06953,2023-03-16 07:34:47,0.06938,2023-03-16 07:43:17,False,-0.03495822188605102
DOGEUSDT,отскок,asks,0.06947,2023-03-16 07:56:37,0.06961,2023-03-16 07:59:33,False,-0.04227352262197642
DOGEUSDT,отскок,asks,0.0696,2023-03-16 08:00:20,0.06974,2023-03-16 08:21:47,False,-0.009618738724475485
DOGEUSDT,отскок,bids,0.07012,2023-03-16 08:35:25,0.06997,2023-03-16 08:42:07,False,-0.05191045874223498
DOGEUSDT,отскок,bids,0.07013,2023-03-16 09:00:34,0.07044,2023-03-16 09:05:20,True,0.04063351100433804
DOGEUSDT,отскок,bids,0.07031,2023-03-16 09:06:45,0.07012,2023-03-16 09:14:15,False,-0.02888420807794616
DOGEUSDT,отскок,bids,0.07008,2023-03-16 09:14:19,0.07007,2023-03-16 09:17:03,False,0.027835694229063894
DOGEUSDT,отскок,asks,0.07021,2023-03-16 09:30:47,0.0699,2023-03-16 09:41:25,True,0.03947516702101626
DOGEUSDT,отскок,asks,0.06986,2023-03-16 09:46:33,0.07001,2023-03-16 09:47:36,False,-0.05216744669076245
DOGEUSDT,отскок,asks,0.07003,2023-03-16 09:47:40,0.07019,2023-03-16 09:56:30,False,0.022242740819082653
DOGEUSDT,отскок,asks,0.07016,2023-03-16 09:56:37,0.07032,2023-03-16 10:03:51,False,-0.024919223973709534
DOGEUSDT,отскок,asks,0.07041,2023-03-16 10:03:58,0.07056,2023-03-16 10:26:23,False,0.00523444722670929
DOGEUSDT,отскок,asks,0.07053,2023-03-16 10:26:34,0.07068,2023-03-16 10:40:02,False,-0.03482148033896068
DOGEUSDT,отскок,asks,0.07062,2023-03-16 10:40:17,0.07029,2023-03-16 10:46:33,True,0.04229369647175279
DOGEUSDT,отскок,asks,0.07044,2023-03-16 11:02:30,0.07013,2023-03-16 11:22:30,True,0.04210433021064238
DOGEUSDT,отскок,asks,0.07027,2023-03-16 11:35:59,0.07043,2023-03-16 11:38:25,False,-0.05474640537478266
DOGEUSDT,отскок,asks,0.07039,2023-03-16 11:45:58,0.07008,2023-03-16 12:07:19,True,0.04212606611662624
DOGEUSDT,отскок,bids,0.07008,2023-03-16 12:07:24,0.06993,2023-03-16 12:17:37,False,-0.03463306784459437
DOGEUSDT,отскок,asks,0.06979,2023-03-16 12:21:05,0.06994,2023-03-16 12:29:44,False,-0.034298579508876256
DOGEUSDT,отскок,asks,0.0699,2023-03-16 12:30:22,0.07005,2023-03-16 12:37:06,False,-0.0232979437336722
DOGEUSDT,отскок,asks,0.0701,2023-03-16 12:41:31,0.07025,2023-03-16 12:41:55,False,-0.05174636486229129
DOGEUSDT,отскок,asks,0.07051,2023-03-16 12:43:11,0.07067,2023-03-16 12:43:22,False,-0.04616919533730774
DOGEUSDT,отскок,asks,0.07083,2023-03-16 12:44:59,0.07048,2023-03-16 12:47:39,True,0.041887000642836764
DOGEUSDT,отскок,bids,0.07042,2023-03-16 12:48:21,0.07041,2023-03-16 13:00:10,False,0.017148049241188797
DOGEUSDT,отскок,bids,0.07009,2023-03-16 13:01:46,0.0704,2023-03-16 13:03:15,True,0.045744317339352795
DOGEUSDT,отскок,asks,0.07045,2023-03-16 13:03:23,0.0706,2023-03-16 13:04:54,False,-0.051554813662387844
DOGEUSDT,отскок,bids,0.0705,2023-03-16 13:05:53,0.07046,2023-03-16 13:11:34,False,0.003189170443484905
DOGEUSDT,отскок,asks,0.07049,2023-03-16 13:13:07,0.07064,2023-03-16 13:21:13,False,-0.023505594530408236
DOGEUSDT,отскок,asks,0.07062,2023-03-16 13:21:16,0.07077,2023-03-16 13:44:12,False,0.02184574344551056
DOGEUSDT,отскок,asks,0.07076,2023-03-16 13:44:16,0.07091,2023-03-16 13:48:37,False,-0.0337724457982479
DOGEUSDT,отскок,asks,0.07088,2023-03-16 13:49:05,0.07104,2023-03-16 13:49:42,False,-0.053859219112231266
DOGEUSDT,отскок,asks,0.0709,2023-03-16 13:50:13,0.07046,2023-03-16 14:08:01,True,0.046105058348913715
DOGEUSDT,отскок,asks,0.0707,2023-03-16 14:10:41,0.07085,2023-03-16 14:19:58,False,-0.00953647605538242
DOGEUSDT,отскок,asks,0.07088,2023-03-16 14:43:15,0.07057,2023-03-16 15:07:16,True,0.04146330848602569
DOGEUSDT,отскок,asks,0.07057,2023-03-16 15:10:19,0.07024,2023-03-16 15:24:07,True,0.0437648410842406
DOGEUSDT,отскок,asks,0.07031,2023-03-16 15:26:03,0.07047,2023-03-16 15:27:37,False,-0.05439850548368225
DOGEUSDT,отскок,asks,0.07052,2023-03-16 15:27:53,0.07067,2023-03-16 15:29:34,False,-0.043774815969474516
DOGEUSDT,отскок,asks,0.07048,2023-03-16 15:33:23,0.07017,2023-03-16 15:36:22,True,0.041725154942620996
DOGEUSDT,отскок,asks,0.07024,2023-03-16 15:36:54,0.07039,2023-03-16 15:39:05,False,-0.043900451537413406
DOGEUSDT,отскок,bids,0.07021,2023-03-16 15:42:00,0.07006,2023-03-16 15:43:11,False,-0.043806539369192744
DOGEUSDT,отскок,bids,0.06994,2023-03-16 15:46:55,0.06979,2023-03-16 15:48:41,False,-0.03305558382650653
DOGEUSDT,отскок,asks,0.06989,2023-03-16 15:50:30,0.07003,2023-03-16 15:50:51,False,-0.04858973024235139
DOGEUSDT,отскок,asks,0.06995,2023-03-16 15:51:21,0.07009,2023-03-16 15:51:47,False,-0.048407628058747744
DOGEUSDT,отскок,asks,0.07008,2023-03-16 15:51:53,0.06976,2023-03-16 15:55:17,True,0.04203620294441899
DOGEUSDT,отскок,asks,0.06978,2023-03-16 15:56:54,0.06994,2023-03-16 15:58:41,False,-0.054101456514704986
DOGEUSDT,отскок,asks,0.06994,2023-03-16 15:58:45,0.07008,2023-03-16 16:08:25,False,-0.021327979878318498
DOGEUSDT,отскок,asks,0.07007,2023-03-16 16:08:35,0.07022,2023-03-16 16:10:07,False,-0.0434213132637882
DOGEUSDT,отскок,asks,0.07027,2023-03-16 16:10:15,0.06995,2023-03-16 16:15:26,True,0.039764671158666165
DOGEUSDT,отскок,asks,0.06988,2023-03-16 16:16:34,0.06957,2023-03-16 16:19:34,True,0.04131038018523704
DOGEUSDT,отскок,asks,0.06934,2023-03-16 16:21:26,0.0695,2023-03-16 16:23:17,False,-0.02385057898920273
DOGEUSDT,отскок,asks,0.0695,2023-03-16 16:23:42,0.06964,2023-03-16 16:24:47,False,-0.048517610510351764
DOGEUSDT,отскок,asks,0.06967,2023-03-16 16:24:58,0.06981,2023-03-16 16:27:45,False,-0.020915468436197814
DOGEUSDT,отскок,asks,0.06977,2023-03-16 16:28:07,0.06991,2023-03-16 16:35:08,False,-0.00899948632527365
DOGEUSDT,отскок,asks,0.06987,2023-03-16 16:35:21,0.07002,2023-03-16 16:38:04,False,-0.03349491374389352
DOGEUSDT,отскок,asks,0.07013,2023-03-16 16:43:28,0.07032,2023-03-16 16:53:17,False,-0.01448371245790469
DOGEUSDT,отскок,bids,0.07048,2023-03-16 16:58:46,0.07033,2023-03-16 17:03:49,False,-0.03358262811031999
DOGEUSDT,отскок,asks,0.07017,2023-03-16 17:07:29,0.07032,2023-03-16 17:22:57,False,-0.02306422498500566
DOGEUSDT,отскок,asks,0.07038,2023-03-16 17:23:32,0.07053,2023-03-16 17:27:17,False,-0.03392015113752422
DOGEUSDT,отскок,asks,0.07052,2023-03-16 17:27:29,0.07068,2023-03-16 17:31:31,False,-0.05285771225752514
DOGEUSDT,отскок,asks,0.07057,2023-03-16 17:40:31,0.07072,2023-03-16 17:41:48,False,-0.04996985949022739
DOGEUSDT,отскок,asks,0.07079,2023-03-16 17:42:41,0.07094,2023-03-16 17:47:18,False,-0.02198328174994815
DOGEUSDT,отскок,asks,0.07092,2023-03-16 17:47:22,0.07061,2023-03-16 17:59:20,True,0.04065567114092747
DOGEUSDT,отскок,asks,0.07069,2023-03-16 18:00:35,0.07038,2023-03-16 18:04:18,True,0.039746973443933103
DOGEUSDT,отскок,asks,0.07044,2023-03-16 18:05:18,0.07061,2023-03-16 18:08:22,False,-0.03647353559128377
DOGEUSDT,отскок,asks,0.07062,2023-03-16 18:08:26,0.07078,2023-03-16 18:37:20,False,0.02163642648098724
DOGEUSDT,отскок,asks,0.07074,2023-03-16 18:37:23,0.07089,2023-03-16 18:49:02,False,-0.03247235954208441
DOGEUSDT,отскок,asks,0.07087,2023-03-16 18:49:08,0.07102,2023-03-16 18:54:14,False,-0.03237478218048812
DOGEUSDT,отскок,asks,0.07099,2023-03-16 18:54:21,0.07065,2023-03-16 19:09:09,True,0.04137523060765652
DOGEUSDT,отскок,asks,0.07078,2023-03-16 19:10:36,0.07046,2023-03-16 19:35:45,True,0.039687617500007766
DOGEUSDT,отскок,asks,0.07065,2023-03-16 19:41:06,0.07081,2023-03-16 19:51:53,False,-0.010851208880769972
DOGEUSDT,отскок,asks,0.07086,2023-03-16 19:52:27,0.07054,2023-03-16 20:03:22,True,0.04123514051691565
DOGEUSDT,отскок,asks,0.07068,2023-03-16 20:04:59,0.07036,2023-03-16 20:10:33,True,0.03990839059586164
DOGEUSDT,отскок,asks,0.07034,2023-03-16 20:18:05,0.0705,2023-03-16 20:22:05,False,-0.053044389101002676
DOGEUSDT,отскок,asks,0.07035,2023-03-16 20:42:20,0.07002,2023-03-16 21:52:04,True,0.040884354712087234
DOGEUSDT,отскок,asks,0.07047,2023-03-16 21:59:22,0.07065,2023-03-16 22:06:26,False,-0.05838013876643837
