Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный,Заработали с сделки
DOGEUSDT,отскок,bids,0.06865,2023-07-02 00:52:38,0.06855,2023-07-02 00:59:24,False,-12.13919312554669
DOGEUSDT,отскок,bids,0.06773,2023-07-02 04:14:41,0.06763,2023-07-02 04:19:53,False,-8.01187572008365
DOGEUSDT,отскок,asks,0.0673,2023-07-02 14:34:02,0.06733,2023-07-02 14:58:54,False,-1.036597456829595
DOGEUSDT,отскок,bids,0.06801,2023-07-02 20:39:15,0.06789,2023-07-02 20:39:26,False,-22.441178583951114
DOGEUSDT,отскок,bids,0.06819,2023-07-03 07:58:53,0.06814,2023-07-03 08:00:39,False,-12.136893822987776
DOGEUSDT,отскок,asks,0.06809,2023-07-03 18:47:12,0.06816,2023-07-03 18:49:06,False,-15.057735065069673
DOGEUSDT,отскок,asks,0.06781,2023-07-03 19:56:36,0.06793,2023-07-03 20:00:02,False,-22.40290224213957
DOGEUSDT,отскок,bids,0.06838,2023-07-03 23:17:00,0.06827,2023-07-03 23:55:29,False,-13.71147142096528
DOGEUSDT,отскок,bids,0.0681,2023-07-04 04:11:03,0.06797,2023-07-04 04:51:30,True,3.490572003988457
DOGEUSDT,отскок,asks,0.06836,2023-07-04 15:38:13,0.06847,2023-07-04 15:49:34,False,-17.634385451245162
DOGEUSDT,отскок,asks,0.06942,2023-07-04 17:18:04,0.06952,2023-07-04 17:33:01,False,-1.7517396422066422
DOGEUSDT,отскок,bids,0.07029,2023-07-04 18:32:34,0.07017,2023-07-04 18:32:42,False,-21.66034808301184
DOGEUSDT,отскок,bids,0.0702,2023-07-04 18:33:20,0.07052,2023-07-04 18:35:22,True,22.474311405490358
DOGEUSDT,отскок,bids,0.07098,2023-07-04 19:42:36,0.07089,2023-07-04 19:43:26,False,-14.746194232245621
DOGEUSDT,отскок,bids,0.07003,2023-07-04 20:36:54,0.06984,2023-07-04 20:36:57,False,-31.567567712129865
DOGEUSDT,отскок,bids,0.06918,2023-07-04 23:29:39,0.06912,2023-07-04 23:30:23,False,-13.302458357329806
DOGEUSDT,отскок,bids,0.06704,2023-07-05 13:37:13,0.06695,2023-07-05 13:37:15,False,-17.937730113943733
DOGEUSDT,отскок,bids,0.06635,2023-07-05 19:15:08,0.06631,2023-07-05 19:15:25,False,-10.669413527533976
DOGEUSDT,отскок,bids,0.0676,2023-07-06 09:33:15,0.0679,2023-07-06 09:53:29,True,20.677622859661763
DOGEUSDT,отскок,asks,0.06821,2023-07-06 11:49:50,0.06831,2023-07-06 11:52:42,False,-19.1557025539753
DOGEUSDT,отскок,asks,0.06839,2023-07-06 12:13:07,0.06849,2023-07-06 12:21:08,False,-19.07770963608271
DOGEUSDT,отскок,bids,0.06559,2023-07-06 17:08:30,0.06548,2023-07-06 17:09:37,False,-17.725725058437362
DOGEUSDT,отскок,bids,0.06528,2023-07-06 17:56:23,0.06521,2023-07-06 18:02:39,False,-9.648768897412712
