Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный,Заработали с сделки
DOGEUSDT,отскок,bids,0.09685,2023-04-04 22:26:20,0.0967,2023-04-04 22:28:29,False,-0.034787471052440025
DOGEUSDT,отскок,asks,0.09715,2023-04-04 23:08:55,0.09672,2023-04-04 23:27:19,True,0.04197182547361293
DOGEUSDT,отскок,asks,0.09915,2023-04-04 23:56:41,0.09871,2023-04-04 23:59:56,True,0.042461322448991284
DOGEUSDT,отскок,bids,0.09824,2023-04-05 00:06:37,0.09803,2023-04-05 00:08:11,False,-0.05258880831861175
DOGEUSDT,отскок,bids,0.0984,2023-04-05 00:14:53,0.09827,2023-04-05 00:15:04,False,-0.036125214604889926
DOGEUSDT,отскок,bids,0.09511,2023-04-05 00:29:34,0.09493,2023-04-05 00:29:38,False,-0.04744578982706611
DOGEUSDT,отскок,bids,0.09572,2023-04-05 00:37:15,0.09546,2023-04-05 00:37:33,False,-0.06375054933077288
DOGEUSDT,отскок,asks,0.0949,2023-04-05 03:35:21,0.09504,2023-04-05 03:42:05,False,0.008284340669446133
DOGEUSDT,отскок,bids,0.09533,2023-04-05 04:06:04,0.09577,2023-04-05 04:13:37,True,0.04331526801503147
DOGEUSDT,отскок,bids,0.09567,2023-04-05 04:20:10,0.09609,2023-04-05 04:22:55,True,0.04172211019829175
DOGEUSDT,отскок,bids,0.09607,2023-04-05 04:23:39,0.0965,2023-04-05 04:24:15,True,0.04515265583363662
DOGEUSDT,отскок,bids,0.09661,2023-04-05 04:26:59,0.09644,2023-04-05 04:31:18,False,-0.0046912839765196925
DOGEUSDT,отскок,asks,0.09692,2023-04-05 05:30:34,0.09707,2023-04-05 05:37:20,False,-0.004409212938437237
DOGEUSDT,отскок,bids,0.09636,2023-04-05 05:43:53,0.09621,2023-04-05 05:45:58,False,-0.01710350887480678
DOGEUSDT,отскок,bids,0.09677,2023-04-05 06:27:23,0.09665,2023-04-05 06:28:43,False,-0.029439367408021406
DOGEUSDT,отскок,asks,0.09819,2023-04-05 06:37:08,0.09774,2023-04-05 06:39:09,True,0.04890225190248521
DOGEUSDT,отскок,asks,0.09762,2023-04-05 07:15:06,0.09776,2023-04-05 07:15:14,False,-0.03837170648031227
DOGEUSDT,отскок,asks,0.09825,2023-04-05 08:38:43,0.09837,2023-04-05 08:39:29,False,-0.029132777505726976
DOGEUSDT,отскок,asks,0.09747,2023-04-05 09:37:00,0.09694,2023-04-05 09:39:25,True,0.059506090883993126
DOGEUSDT,отскок,asks,0.09695,2023-04-05 11:56:30,0.09712,2023-04-05 12:14:06,False,0.007365743135831403
DOGEUSDT,отскок,bids,0.09788,2023-04-05 14:01:49,0.09833,2023-04-05 14:03:37,True,0.04305156174607544
DOGEUSDT,отскок,bids,0.09609,2023-04-05 17:11:00,0.0958,2023-04-05 17:11:10,False,-0.0701223081963593
DOGEUSDT,отскок,asks,0.09519,2023-04-05 18:12:08,0.09539,2023-04-05 18:14:30,False,-0.018383210133585542
DOGEUSDT,отскок,asks,0.09559,2023-04-05 18:26:45,0.09574,2023-04-05 18:38:58,False,-0.0046229671995778494
DOGEUSDT,отскок,bids,0.0936,2023-04-05 19:32:42,0.09348,2023-04-05 19:35:50,False,-0.002388069959753174
DOGEUSDT,отскок,bids,0.09311,2023-04-05 19:46:06,0.09295,2023-04-05 19:46:52,False,-0.028941683510515168
DOGEUSDT,отскок,bids,0.09228,2023-04-05 21:38:58,0.09216,2023-04-05 21:39:57,False,-0.02261034147094229
DOGEUSDT,отскок,bids,0.09334,2023-04-05 22:35:49,0.09376,2023-04-05 22:42:26,True,0.04173112226796531
DOGEUSDT,отскок,bids,0.09331,2023-04-05 23:27:25,0.09318,2023-04-05 23:47:34,False,-0.014254740974052818
DOGEUSDT,отскок,bids,0.09108,2023-04-06 03:08:27,0.09148,2023-04-06 03:09:21,True,0.04338244243194984
DOGEUSDT,отскок,asks,0.08992,2023-04-06 04:32:58,0.09011,2023-04-06 04:33:07,False,-0.05185062961345147
DOGEUSDT,отскок,bids,0.09158,2023-04-06 05:35:16,0.09146,2023-04-06 05:47:20,False,0.010497379272121342
DOGEUSDT,отскок,bids,0.09111,2023-04-06 10:48:01,0.09092,2023-04-06 10:48:50,False,-0.043689748542617625
