Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный,Заработали с сделки
DOGEUSDT,отскок,bids,0.07752,2023-04-25 20:22:56,0.07787,2023-04-25 20:28:39,True,0.04076278010210421
DOGEUSDT,отскок,bids,0.07948,2023-04-26 00:09:06,0.07955,2023-04-26 00:16:25,False,0.022308682925967965
DOGEUSDT,отскок,asks,0.07962,2023-04-26 00:25:57,0.07975,2023-04-26 00:41:59,False,-0.02811255759540476
DOGEUSDT,отскок,bids,0.07962,2023-04-26 03:02:24,0.07998,2023-04-26 03:19:47,True,0.04272930104198976
DOGEUSDT,отскок,asks,0.08052,2023-04-26 11:46:21,0.08065,2023-04-26 12:03:11,False,-0.027934590345557522
DOGEUSDT,отскок,bids,0.08083,2023-04-26 12:46:59,0.08119,2023-04-26 12:56:48,True,0.043746070566856914
DOGEUSDT,отскок,asks,0.0819,2023-04-26 14:05:19,0.08203,2023-04-26 14:08:21,False,-0.03499614731834485
DOGEUSDT,отскок,asks,0.08149,2023-04-26 14:14:59,0.08161,2023-04-26 14:15:27,False,-0.0392908350030438
DOGEUSDT,отскок,asks,0.08213,2023-04-26 15:24:57,0.08225,2023-04-26 15:25:13,False,-0.033063503412976
DOGEUSDT,отскок,bids,0.08267,2023-04-26 15:34:48,0.08304,2023-04-26 15:44:11,True,0.043456299789974846
DOGEUSDT,отскок,bids,0.08313,2023-04-26 15:47:28,0.08301,2023-04-26 15:54:54,False,-0.024877472982132946
DOGEUSDT,отскок,bids,0.08337,2023-04-26 16:03:00,0.08323,2023-04-26 16:03:48,False,-0.04330457573230953
DOGEUSDT,отскок,asks,0.08305,2023-04-26 16:17:16,0.08297,2023-04-26 16:21:03,True,0.022236705024279532
DOGEUSDT,отскок,bids,0.08223,2023-04-26 17:19:18,0.08208,2023-04-26 17:22:06,False,-0.04616470521575319
DOGEUSDT,отскок,bids,0.0822,2023-04-26 22:01:14,0.08207,2023-04-26 22:08:13,False,-0.012460708740698552
DOGEUSDT,отскок,bids,0.07839,2023-04-26 22:39:27,0.07839,2023-04-26 22:39:36,True,0.02988279752852257
DOGEUSDT,отскок,bids,0.0781,2023-04-26 22:42:47,0.07791,2023-04-26 22:42:50,False,-0.058228255199992154
DOGEUSDT,отскок,bids,0.07801,2023-04-26 22:43:31,0.07782,2023-04-26 22:43:33,False,-0.05811417150855114
DOGEUSDT,отскок,asks,0.07797,2023-04-26 22:44:03,0.07814,2023-04-26 22:44:17,False,-0.05293705829978706
DOGEUSDT,отскок,asks,0.07699,2023-04-26 22:49:42,0.07712,2023-04-26 22:49:47,False,-0.04302989507579372
DOGEUSDT,отскок,bids,0.07615,2023-04-26 23:27:26,0.07602,2023-04-26 23:29:06,False,-0.043299089890558994
DOGEUSDT,отскок,bids,0.07736,2023-04-26 23:44:38,0.07722,2023-04-26 23:47:16,False,-0.03866667923939546
DOGEUSDT,отскок,asks,0.08036,2023-04-27 03:26:37,0.08028,2023-04-27 03:27:50,True,0.02330710028510652
DOGEUSDT,отскок,asks,0.08035,2023-04-27 03:28:45,0.07999,2023-04-27 03:34:36,True,0.04223725362099997
DOGEUSDT,отскок,asks,0.08031,2023-04-27 03:51:15,0.07996,2023-04-27 04:10:09,True,0.04024803951596112
DOGEUSDT,отскок,bids,0.07958,2023-04-27 12:20:17,0.07945,2023-04-27 12:21:27,False,-0.041886004266933494
DOGEUSDT,отскок,asks,0.08054,2023-04-27 22:00:23,0.08067,2023-04-27 22:06:52,False,-0.03548015085091715
DOGEUSDT,отскок,asks,0.08029,2023-04-27 22:15:29,0.08042,2023-04-27 22:18:24,False,-0.03549681132882234
DOGEUSDT,отскок,asks,0.08042,2023-04-27 22:23:02,0.08054,2023-04-27 22:23:34,False,-0.03888278093785438
DOGEUSDT,отскок,asks,0.0805,2023-04-27 22:24:24,0.08048,2023-04-27 23:01:14,True,0.018669175594748833
DOGEUSDT,отскок,asks,0.08032,2023-04-27 23:38:36,0.08024,2023-04-28 00:04:59,True,0.016652347187079378
DOGEUSDT,отскок,asks,0.08032,2023-04-28 00:08:43,0.08024,2023-04-28 01:01:36,True,0.02190974639688179
DOGEUSDT,отскок,asks,0.0804,2023-04-28 10:19:42,0.08004,2023-04-28 11:37:08,True,0.0397320925952141
DOGEUSDT,отскок,asks,0.0801,2023-04-28 19:05:41,0.07975,2023-04-28 19:25:37,True,0.041398607316569185
DOGEUSDT,отскок,asks,0.08039,2023-04-28 22:03:57,0.08003,2023-04-28 22:23:34,True,0.039551033508394645
DOGEUSDT,отскок,bids,0.08036,2023-04-29 03:50:37,0.08023,2023-04-29 03:53:21,False,-0.041627723765305547
DOGEUSDT,отскок,asks,0.08079,2023-04-29 04:53:15,0.08092,2023-04-29 06:15:26,False,-0.005756632462152689
DOGEUSDT,отскок,bids,0.08141,2023-04-30 02:50:23,0.08129,2023-04-30 03:16:13,False,-0.004746938542578304
DOGEUSDT,отскок,bids,0.08111,2023-04-30 03:31:07,0.08098,2023-04-30 03:35:32,False,-0.04122288774731141
DOGEUSDT,отскок,bids,0.07962,2023-04-30 23:50:31,0.07999,2023-05-01 00:09:04,True,0.04165474926811541
