Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный,Заработали с сделки
DOGEUSDT,отскок,asks,0.0736,2023-05-20 02:00:58,0.07327,2023-05-20 03:20:48,True,2.095939945652177
DOGEUSDT,отскок,asks,0.0731,2023-05-22 23:56:53,0.07303,2023-05-23 03:34:54,True,1.527224272034342
DOGEUSDT,отскок,asks,0.07311,2023-05-23 14:38:48,0.07279,2023-05-23 16:28:56,True,2.0968990582952625
DOGEUSDT,отскок,asks,0.07284,2023-05-24 02:53:33,0.07277,2023-05-24 03:25:02,True,1.1068633631545617
DOGEUSDT,отскок,asks,0.07311,2023-05-23 14:38:48,0.07279,2023-05-23 16:28:56,True,2.0968990582952625
DOGEUSDT,отскок,asks,0.07284,2023-05-24 02:53:33,0.07277,2023-05-24 03:25:02,True,1.1068633631545617
DOGEUSDT,отскок,asks,0.07094,2023-05-24 14:42:11,0.07107,2023-05-24 15:04:52,False,-1.9453122327529648
DOGEUSDT,пробой,asks,0.07109,2023-05-24 15:13:28,0.07096,2023-05-24 15:32:40,False,-1.9780617356390653
DOGEUSDT,пробой,asks,0.07043,2023-05-24 19:07:48,0.07031,2023-05-24 19:12:55,False,-2.1910354378368835
DOGEUSDT,отскок,asks,0.07038,2023-05-24 20:26:42,0.07051,2023-05-24 20:41:10,False,-1.559584458959751
DOGEUSDT,отскок,asks,0.07075,2023-05-24 22:34:03,0.07088,2023-05-24 23:23:19,False,-0.9678255164947572
DOGEUSDT,отскок,asks,0.07071,2023-05-25 02:04:32,0.07039,2023-05-25 03:18:26,True,2.0720923083643785
DOGEUSDT,отскок,asks,0.07034,2023-05-25 03:28:22,0.07002,2023-05-25 03:42:34,True,2.089876692561464
DOGEUSDT,пробой,asks,0.07034,2023-05-25 11:31:58,0.07021,2023-05-25 11:49:01,False,-2.3341532882842992
DOGEUSDT,отскок,asks,0.07018,2023-05-25 11:53:39,0.07031,2023-05-25 11:59:25,False,-2.333808171345059
DOGEUSDT,отскок,asks,0.0704,2023-05-25 12:02:33,0.07052,2023-05-25 12:20:06,False,-1.433528536379277
DOGEUSDT,отскок,asks,0.07042,2023-05-25 13:48:20,0.07054,2023-05-25 15:00:17,False,-0.3419595258152768
DOGEUSDT,отскок,asks,0.07088,2023-05-25 15:12:09,0.07057,2023-05-25 15:31:36,True,2.021163073025644
