Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный,Заработали с сделки
DOGEUSDT,отскок,asks,0.09518,2023-04-05 18:12:12,0.0953,2023-04-05 18:14:19,False,-0.018126488758140262
DOGEUSDT,отскок,asks,0.09562,2023-04-05 18:26:54,0.09575,2023-04-05 18:38:57,False,0.01118936435196341
DOGEUSDT,отскок,bids,0.09361,2023-04-05 19:32:37,0.09349,2023-04-05 19:35:49,False,-0.0033106487832364716
DOGEUSDT,отскок,bids,0.0931,2023-04-05 19:46:22,0.09296,2023-04-05 19:46:53,False,-0.03301913100740601
DOGEUSDT,отскок,bids,0.09145,2023-04-05 21:33:18,0.0912,2023-04-05 21:33:20,False,-0.06412550806672736
DOGEUSDT,отскок,bids,0.09342,2023-04-05 22:36:06,0.09349,2023-04-05 22:45:54,False,0.021352439678922166
DOGEUSDT,отскок,bids,0.0933,2023-04-05 23:27:24,0.09317,2023-04-05 23:47:37,False,-0.013335971969622374
DOGEUSDT,отскок,bids,0.09108,2023-04-06 03:08:34,0.09148,2023-04-06 03:09:21,True,0.044632386072735404
DOGEUSDT,отскок,bids,0.09108,2023-04-06 03:41:06,0.09095,2023-04-06 03:41:24,False,-0.03815236743685512
DOGEUSDT,отскок,bids,0.09007,2023-04-06 04:31:27,0.08988,2023-04-06 04:31:29,False,-0.051654693734091435
DOGEUSDT,отскок,bids,0.09159,2023-04-06 05:31:45,0.09147,2023-04-06 05:47:18,False,-0.0022194863747076587
DOGEUSDT,отскок,bids,0.09111,2023-04-06 10:48:08,0.09092,2023-04-06 10:48:49,False,-0.04325724530161772
DOGEUSDT,отскок,bids,0.09108,2023-04-06 10:54:54,0.09091,2023-04-06 10:55:23,False,-0.04658568755161898
DOGEUSDT,отскок,bids,0.09169,2023-04-06 11:43:14,0.09168,2023-04-06 11:51:08,False,0.027641539260005222
DOGEUSDT,отскок,bids,0.09112,2023-04-06 11:56:56,0.09152,2023-04-06 12:13:31,True,0.04063542120340452
DOGEUSDT,отскок,asks,0.09161,2023-04-06 12:28:49,0.09175,2023-04-06 12:33:14,False,-0.03345476362086395
DOGEUSDT,отскок,bids,0.09075,2023-04-06 12:56:33,0.09061,2023-04-06 12:57:26,False,-0.03423510192180405
DOGEUSDT,отскок,bids,0.09044,2023-04-06 12:59:47,0.09028,2023-04-06 13:00:31,False,-0.04454420070714012
DOGEUSDT,отскок,bids,0.09025,2023-04-06 13:00:35,0.09007,2023-04-06 13:01:17,False,-0.021748330096411604
