Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный,Заработали с сделки
NEOUSDT,отскок,bids,10.663,2023-03-08 22:53:21,10.652,2023-03-08 22:56:21,False,-0.023970281534278156
NEOUSDT,отскок,bids,10.655,2023-03-08 22:56:26,10.644,2023-03-08 22:58:34,False,-0.023952239404672004
NEOUSDT,отскок,bids,10.64,2023-03-08 23:00:01,10.629,2023-03-08 23:04:16,False,-0.004447028219380529
NEOUSDT,отскок,bids,10.631,2023-03-08 23:04:30,10.62,2023-03-08 23:05:24,False,-0.03032786996851543
NEOUSDT,отскок,asks,10.622,2023-03-08 23:11:14,10.636,2023-03-08 23:12:49,False,-0.03593544910085736
NEOUSDT,отскок,asks,10.634,2023-03-08 23:13:14,10.607,2023-03-08 23:16:51,True,0.023621994943511405
NEOUSDT,отскок,bids,10.619,2023-03-08 23:19:03,10.646,2023-03-08 23:21:18,True,0.02255022988150484
NEOUSDT,отскок,asks,10.641,2023-03-08 23:22:45,10.652,2023-03-08 23:23:08,False,-0.030287964636438743
NEOUSDT,отскок,asks,10.667,2023-03-08 23:26:07,10.678,2023-03-08 23:31:23,False,0.006747314446440607
NEOUSDT,отскок,asks,10.705,2023-03-08 23:34:12,10.716,2023-03-08 23:34:40,False,-0.030129154178988767
NEOUSDT,отскок,asks,10.709,2023-03-08 23:39:00,10.72,2023-03-08 23:43:53,False,0.010016072454149535
NEOUSDT,отскок,asks,10.717,2023-03-08 23:48:03,10.732,2023-03-08 23:52:43,False,-0.007807908544774004
NEOUSDT,отскок,bids,10.715,2023-03-08 23:55:40,10.742,2023-03-09 00:18:35,True,0.021864616686167064
NEOUSDT,отскок,asks,10.74,2023-03-09 00:18:55,10.758,2023-03-09 00:30:39,False,-0.009670399973751508
NEOUSDT,отскок,bids,10.734,2023-03-09 00:34:25,10.72,2023-03-09 00:36:40,False,-0.028187992066149855
NEOUSDT,отскок,bids,10.695,2023-03-09 00:39:01,10.682,2023-03-09 00:39:10,False,-0.033784533806591896
NEOUSDT,отскок,bids,10.691,2023-03-09 00:41:40,10.679,2023-03-09 00:42:04,False,-0.03188219157928921
NEOUSDT,отскок,bids,10.679,2023-03-09 00:42:44,10.667,2023-03-09 00:46:07,False,-0.0055435245030542625
NEOUSDT,отскок,bids,10.666,2023-03-09 00:46:13,10.65,2023-03-09 00:46:38,False,-0.03929294047924626
NEOUSDT,отскок,bids,10.645,2023-03-09 00:52:24,10.634,2023-03-09 00:53:08,False,-0.029999893308934038
NEOUSDT,отскок,bids,10.634,2023-03-09 00:53:32,10.661,2023-03-09 00:54:43,True,0.022301453673545215
NEOUSDT,отскок,bids,10.662,2023-03-09 01:00:26,10.65,2023-03-09 01:01:17,False,-0.0318037113946301
NEOUSDT,отскок,bids,10.647,2023-03-09 01:01:37,10.636,2023-03-09 01:04:50,False,-0.02326285986471894
NEOUSDT,отскок,bids,10.602,2023-03-09 01:06:20,10.59,2023-03-09 01:06:49,False,-0.03184332975695996
NEOUSDT,отскок,bids,10.601,2023-03-09 01:10:37,10.588,2023-03-09 01:14:28,False,-0.005103995670772861
NEOUSDT,отскок,bids,10.595,2023-03-09 01:17:43,10.584,2023-03-09 01:18:51,False,-0.029944222120418244
NEOUSDT,отскок,bids,10.586,2023-03-09 01:19:16,10.615,2023-03-09 01:23:42,True,0.021591481555886756
NEOUSDT,отскок,asks,10.614,2023-03-09 01:27:50,10.587,2023-03-09 01:31:10,True,0.023769142996687084
NEOUSDT,отскок,asks,10.505,2023-03-09 01:39:30,10.518,2023-03-09 01:40:05,False,-0.03389395133880351
NEOUSDT,отскок,asks,10.534,2023-03-09 01:43:08,10.545,2023-03-09 01:43:20,False,-0.030044015506290628
NEOUSDT,отскок,asks,10.53,2023-03-09 01:45:35,10.544,2023-03-09 01:46:03,False,-0.03559114647304503
NEOUSDT,отскок,asks,10.43,2023-03-09 02:01:35,10.45,2023-03-09 02:01:46,False,-0.0470332628434372
NEOUSDT,отскок,asks,10.477,2023-03-09 02:05:00,10.488,2023-03-09 02:06:20,False,-0.014703363258494818
NEOUSDT,отскок,bids,10.465,2023-03-09 02:09:03,10.452,2023-03-09 02:09:13,False,-0.03369969833349141
NEOUSDT,отскок,bids,10.443,2023-03-09 02:09:32,10.471,2023-03-09 02:10:22,True,0.023715928243035145
NEOUSDT,отскок,asks,10.493,2023-03-09 02:11:03,10.505,2023-03-09 02:11:19,False,-0.031771472748727395
NEOUSDT,отскок,asks,10.504,2023-03-09 02:12:03,10.515,2023-03-09 02:12:23,False,-0.029843235997550246
NEOUSDT,отскок,asks,10.528,2023-03-09 02:14:41,10.496,2023-03-09 02:16:18,True,0.02342058172950385
NEOUSDT,отскок,asks,10.519,2023-03-09 02:16:33,10.534,2023-03-09 02:16:43,False,-0.03720742614309458
NEOUSDT,отскок,asks,10.51,2023-03-09 02:18:23,10.522,2023-03-09 02:19:58,False,-0.01572042941508558
NEOUSDT,отскок,asks,10.528,2023-03-09 02:23:12,10.555,2023-03-09 02:23:47,False,-0.05919838807388554
NEOUSDT,отскок,bids,10.564,2023-03-09 02:25:45,10.553,2023-03-09 02:27:58,False,-0.013794255812587903
NEOUSDT,отскок,bids,10.571,2023-03-09 02:31:27,10.558,2023-03-09 02:34:06,False,-0.02621182812500175
NEOUSDT,отскок,bids,10.547,2023-03-09 02:35:31,10.533,2023-03-09 02:36:20,False,-0.03499688289582123
NEOUSDT,отскок,bids,10.506,2023-03-09 02:41:05,10.493,2023-03-09 02:51:18,False,-0.00533095308866725
NEOUSDT,отскок,bids,10.5,2023-03-09 02:52:09,10.489,2023-03-09 02:54:49,False,-0.02293588598592885
NEOUSDT,отскок,bids,10.513,2023-03-09 03:00:22,10.501,2023-03-09 03:00:49,False,-0.031305629919900185
NEOUSDT,отскок,bids,10.482,2023-03-09 03:01:54,10.462,2023-03-09 03:02:26,False,-0.010801233534665448
NEOUSDT,отскок,bids,10.469,2023-03-09 03:02:47,10.458,2023-03-09 03:03:24,False,-0.029495957213835515
NEOUSDT,отскок,bids,10.434,2023-03-09 03:06:13,10.417,2023-03-09 03:06:44,False,-0.04053751962851376
NEOUSDT,отскок,asks,10.441,2023-03-09 03:08:39,10.452,2023-03-09 03:09:43,False,-0.029452034638783563
NEOUSDT,отскок,asks,10.461,2023-03-09 03:10:18,10.433,2023-03-09 03:11:37,True,0.02468184341454246
NEOUSDT,отскок,asks,10.43,2023-03-09 03:11:55,10.401,2023-03-09 03:16:30,True,0.021513961022298144
NEOUSDT,отскок,bids,10.336,2023-03-09 03:19:22,10.322,2023-03-09 03:19:43,False,-0.03522785253001523
NEOUSDT,отскок,bids,10.312,2023-03-09 03:19:49,10.339,2023-03-09 03:20:16,True,0.023317735030793877
