Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный,Заработали с сделки
KAVAUSDT,отскок,bids,1.0743,2023-03-13 22:00:48,1.0709,2023-03-13 22:10:29,False,-0.03470187711042008
KAVAUSDT,отскок,bids,1.0772,2023-03-13 22:24:47,1.0819,2023-03-13 22:29:30,True,0.04330637599289304
KAVAUSDT,отскок,asks,1.0957,2023-03-14 00:15:53,1.0908,2023-03-14 00:18:12,True,0.04383909684868329
KAVAUSDT,отскок,asks,1.0853,2023-03-14 00:39:46,1.0875,2023-03-14 00:45:50,False,0.009013474535841386
KAVAUSDT,отскок,asks,1.0887,2023-03-14 00:46:41,1.0909,2023-03-14 00:48:42,False,-0.05040131805829266
KAVAUSDT,отскок,asks,1.0768,2023-03-14 01:40:13,1.0791,2023-03-14 01:43:14,False,-0.0437885214463208
KAVAUSDT,отскок,asks,1.0716,2023-03-14 02:39:01,1.0749,2023-03-14 02:39:29,False,-0.04705804064985846
KAVAUSDT,отскок,asks,1.079,2023-03-14 03:11:46,1.0823,2023-03-14 03:12:13,False,-0.07073782210516821
KAVAUSDT,отскок,asks,1.0916,2023-03-14 03:40:51,1.0864,2023-03-14 03:45:16,True,0.053580767263893485
KAVAUSDT,отскок,bids,1.0975,2023-03-14 03:51:45,1.0951,2023-03-14 03:55:15,False,-0.03589294678634346
KAVAUSDT,отскок,asks,1.1061,2023-03-14 06:02:13,1.1011,2023-03-14 06:14:28,True,0.041744088168324665
KAVAUSDT,отскок,asks,1.1061,2023-03-14 07:10:37,1.1009,2023-03-14 07:15:06,True,0.04621120651671209
KAVAUSDT,отскок,asks,1.1045,2023-03-14 07:34:02,1.107,2023-03-14 07:37:17,False,-0.05496868296144314
KAVAUSDT,отскок,asks,1.1085,2023-03-14 07:38:41,1.1109,2023-03-14 07:43:33,False,-0.035640340473876785
KAVAUSDT,отскок,asks,1.095,2023-03-14 08:24:23,1.0978,2023-03-14 08:28:20,False,-0.013306161981861919
