Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный
ZECUSDT,отскок,asks,43.00000000,2023-02-14 07:16:58,42.90000000,2023-02-14 07:21:40,True
ZECUSDT,отскок,bids,42.90000000,2023-02-14 07:21:44,43.00000000,2023-02-14 07:22:12,True
ZECUSDT,отскок,bids,42.90000000,2023-02-14 07:22:38,43.00000000,2023-02-14 07:22:45,True
ZECUSDT,отскок,asks,43.10000000,2023-02-14 07:25:05,43.20000000,2023-02-14 07:29:44,False
ZECUSDT,пробой,bids,43.20000000,2023-02-14 07:29:48,43.10000000,2023-02-14 07:29:49,True
ZECUSDT,отскок,bids,43.00000000,2023-02-14 07:30:19,43.10000000,2023-02-14 07:30:29,True
ZECUSDT,пробой,bids,43.10000000,2023-02-14 07:34:14,43.00000000,2023-02-14 07:35:55,True
ZECUSDT,отскок,bids,43.00000000,2023-02-14 07:35:56,43.10000000,2023-02-14 07:37:01,True
ZECUSDT,отскок,asks,43.10000000,2023-02-14 07:37:02,43.20000000,2023-02-14 07:40:08,False
ZECUSDT,пробой,bids,43.20000000,2023-02-14 07:40:11,43.10000000,2023-02-14 07:40:16,True
ZECUSDT,отскок,bids,43.00000000,2023-02-14 07:40:34,43.10000000,2023-02-14 07:40:42,True
ZECUSDT,пробой,bids,43.20000000,2023-02-14 07:40:59,43.10000000,2023-02-14 07:41:01,True
ZECUSDT,отскок,bids,43.00000000,2023-02-14 07:41:02,43.10000000,2023-02-14 07:45:10,True
ZECUSDT,пробой,bids,43.10000000,2023-02-14 07:45:15,42.90000000,2023-02-14 07:45:34,True
ZECUSDT,отскок,bids,42.90000000,2023-02-14 07:45:35,43.00000000,2023-02-14 07:45:41,True
ZECUSDT,отскок,asks,43.10000000,2023-02-14 07:47:15,43.00000000,2023-02-14 07:49:12,True
ZECUSDT,отскок,asks,43.10000000,2023-02-14 07:51:09,43.00000000,2023-02-14 07:52:42,True
ZECUSDT,отскок,bids,42.90000000,2023-02-14 07:57:36,43.00000000,2023-02-14 08:05:32,True
ZECUSDT,отскок,asks,43.00000000,2023-02-14 08:05:37,43.10000000,2023-02-14 08:07:09,False
ZECUSDT,пробой,bids,43.10000000,2023-02-14 08:07:12,43.00000000,2023-02-14 08:09:08,True
ZECUSDT,отскок,asks,43.10000000,2023-02-14 08:09:42,43.00000000,2023-02-14 08:09:48,True
ZECUSDT,пробой,bids,43.10000000,2023-02-14 08:10:44,43.00000000,2023-02-14 08:13:14,True
