Монета,Тип операции,bids or asks,Цена входа,Время входа,Цена выхода,Время выхода,Правильный Неправильный
KAVAUSDT,отскок,asks,0.99500000,2023-02-09 16:48:54,0.99600000,2023-02-09 16:49:47,False
KAVAUSDT,отскок,asks,0.99300000,2023-02-09 16:59:11,0.99400000,2023-02-09 16:59:27,False
KAVAUSDT,отскок,bids,0.99100000,2023-02-09 17:00:03,0.99000000,2023-02-09 17:00:55,False
KAVAUSDT,отскок,bids,0.99000000,2023-02-09 17:00:59,0.98900000,2023-02-09 17:01:11,False
KAVAUSDT,отскок,asks,0.99000000,2023-02-09 17:01:20,0.99100000,2023-02-09 17:03:23,False
KAVAUSDT,отскок,bids,0.99300000,2023-02-09 17:04:38,0.99200000,2023-02-09 17:05:42,False
KAVAUSDT,отскок,bids,0.99200000,2023-02-09 17:05:46,0.99400000,2023-02-09 17:05:52,True
KAVAUSDT,отскок,bids,0.99400000,2023-02-09 17:06:02,0.99300000,2023-02-09 17:09:04,False
KAVAUSDT,отскок,asks,0.99200000,2023-02-09 17:13:30,0.99000000,2023-02-09 17:14:20,True
KAVAUSDT,отскок,asks,0.99100000,2023-02-09 17:14:25,0.98900000,2023-02-09 17:14:48,True
KAVAUSDT,отскок,bids,0.98900000,2023-02-09 17:14:51,0.99100000,2023-02-09 17:15:38,True
KAVAUSDT,отскок,asks,0.99100000,2023-02-09 17:15:39,0.99200000,2023-02-09 17:17:50,False
KAVAUSDT,отскок,bids,0.99300000,2023-02-09 17:22:07,0.99200000,2023-02-09 17:24:12,False
KAVAUSDT,отскок,bids,0.98900000,2023-02-09 17:34:11,0.99100000,2023-02-09 17:34:14,True
KAVAUSDT,отскок,asks,0.99200000,2023-02-09 17:34:18,0.99300000,2023-02-09 17:34:24,False
KAVAUSDT,отскок,bids,0.99100000,2023-02-09 17:35:37,0.99000000,2023-02-09 17:36:03,False
KAVAUSDT,отскок,bids,0.98700000,2023-02-09 17:36:19,0.98900000,2023-02-09 17:37:00,True
KAVAUSDT,отскок,asks,0.98400000,2023-02-09 17:44:29,0.98500000,2023-02-09 17:44:33,False
KAVAUSDT,отскок,asks,0.99100000,2023-02-09 17:47:12,0.99200000,2023-02-09 17:49:20,False
KAVAUSDT,отскок,bids,0.99300000,2023-02-09 17:51:49,0.99200000,2023-02-09 17:53:15,False
KAVAUSDT,отскок,bids,0.98800000,2023-02-09 17:54:17,0.99000000,2023-02-09 17:56:02,True
KAVAUSDT,отскок,bids,0.99000000,2023-02-09 17:58:08,0.98800000,2023-02-09 17:58:33,False
KAVAUSDT,отскок,asks,0.98800000,2023-02-09 18:00:22,0.98600000,2023-02-09 18:00:43,True
KAVAUSDT,отскок,bids,0.98600000,2023-02-09 18:00:49,0.98500000,2023-02-09 18:04:03,False
KAVAUSDT,отскок,asks,0.99000000,2023-02-09 18:08:11,0.99100000,2023-02-09 18:08:14,False
KAVAUSDT,отскок,bids,0.99000000,2023-02-09 18:08:18,0.98900000,2023-02-09 18:10:03,False
KAVAUSDT,отскок,bids,0.98800000,2023-02-09 18:19:11,0.98600000,2023-02-09 18:21:03,False
KAVAUSDT,отскок,bids,0.98600000,2023-02-09 18:25:05,0.98500000,2023-02-09 18:26:22,False
KAVAUSDT,отскок,bids,0.98500000,2023-02-09 18:26:29,0.98300000,2023-02-09 18:27:24,False
KAVAUSDT,пробой,asks,0.98000000,2023-02-09 18:34:44,0.97900000,2023-02-09 18:35:19,False
KAVAUSDT,отскок,asks,0.98000000,2023-02-09 18:35:25,0.97800000,2023-02-09 18:35:49,True
KAVAUSDT,пробой,bids,0.98000000,2023-02-09 18:36:31,0.97800000,2023-02-09 18:38:15,True
KAVAUSDT,отскок,asks,0.97600000,2023-02-09 18:42:27,0.97700000,2023-02-09 18:42:48,False
KAVAUSDT,отскок,asks,0.97800000,2023-02-09 18:43:07,0.97600000,2023-02-09 18:43:34,True
KAVAUSDT,пробой,asks,0.97900000,2023-02-09 18:47:06,0.98100000,2023-02-09 18:47:46,True
KAVAUSDT,отскок,asks,0.98100000,2023-02-09 18:47:50,0.97900000,2023-02-09 18:48:03,True
KAVAUSDT,пробой,asks,0.97900000,2023-02-09 18:48:06,0.98100000,2023-02-09 18:48:40,True
KAVAUSDT,отскок,asks,0.98100000,2023-02-09 18:48:42,0.98200000,2023-02-09 18:49:11,False
KAVAUSDT,пробой,bids,0.97800000,2023-02-09 18:57:00,0.97900000,2023-02-09 18:58:09,False
KAVAUSDT,отскок,asks,0.97900000,2023-02-09 18:58:11,0.97700000,2023-02-09 18:59:15,True
KAVAUSDT,отскок,asks,0.97500000,2023-02-09 19:00:53,0.97600000,2023-02-09 19:01:16,False
KAVAUSDT,отскок,asks,0.97600000,2023-02-09 19:01:37,0.97400000,2023-02-09 19:02:21,True
KAVAUSDT,отскок,asks,0.97700000,2023-02-09 19:05:20,0.97800000,2023-02-09 19:05:24,False
KAVAUSDT,отскок,bids,0.97400000,2023-02-09 19:06:08,0.97600000,2023-02-09 19:06:18,True
KAVAUSDT,отскок,bids,0.97700000,2023-02-09 19:10:45,0.97600000,2023-02-09 19:11:21,False
KAVAUSDT,отскок,bids,0.97500000,2023-02-09 19:15:18,0.97400000,2023-02-09 19:16:29,False
KAVAUSDT,отскок,asks,0.97400000,2023-02-09 19:17:01,0.97200000,2023-02-09 19:19:04,True
KAVAUSDT,отскок,bids,0.97200000,2023-02-09 19:19:11,0.97400000,2023-02-09 19:19:40,True
KAVAUSDT,отскок,asks,0.97400000,2023-02-09 19:19:45,0.97200000,2023-02-09 19:20:34,True
KAVAUSDT,отскок,bids,0.97000000,2023-02-09 19:23:34,0.96900000,2023-02-09 19:23:46,False
KAVAUSDT,отскок,asks,0.96600000,2023-02-09 19:31:56,0.97000000,2023-02-09 19:31:59,False
KAVAUSDT,отскок,asks,0.96900000,2023-02-09 19:32:03,0.96700000,2023-02-09 19:32:10,True
KAVAUSDT,отскок,bids,0.96800000,2023-02-09 19:57:23,0.97000000,2023-02-09 19:57:29,True
KAVAUSDT,отскок,asks,0.97400000,2023-02-09 21:03:58,0.97200000,2023-02-09 21:05:03,True
KAVAUSDT,отскок,asks,0.97000000,2023-02-09 22:07:15,0.96800000,2023-02-09 22:08:46,True
KAVAUSDT,отскок,asks,0.96400000,2023-02-09 22:10:25,0.96200000,2023-02-09 22:10:58,True
KAVAUSDT,отскок,bids,0.95500000,2023-02-09 22:19:28,0.95400000,2023-02-09 22:19:28,False
KAVAUSDT,отскок,bids,0.95300000,2023-02-09 22:24:09,0.95200000,2023-02-09 22:24:10,False
KAVAUSDT,отскок,bids,0.95000000,2023-02-09 22:24:26,0.94800000,2023-02-09 22:24:36,False
KAVAUSDT,отскок,bids,0.94600000,2023-02-09 22:24:40,0.94800000,2023-02-09 22:24:47,True
KAVAUSDT,отскок,bids,0.94500000,2023-02-09 22:25:54,0.94300000,2023-02-09 22:25:57,False
KAVAUSDT,отскок,bids,0.94100000,2023-02-09 22:26:04,0.94000000,2023-02-09 22:26:07,False
KAVAUSDT,отскок,bids,0.93400000,2023-02-09 22:30:55,0.93100000,2023-02-09 22:30:57,False
KAVAUSDT,отскок,asks,0.93300000,2023-02-09 22:31:51,0.93000000,2023-02-09 22:31:53,True
KAVAUSDT,отскок,asks,0.91800000,2023-02-09 22:33:39,0.91600000,2023-02-09 22:33:40,True
KAVAUSDT,отскок,asks,0.92300000,2023-02-09 22:34:50,0.92400000,2023-02-09 22:35:09,False
KAVAUSDT,отскок,asks,0.93000000,2023-02-09 22:38:08,0.93100000,2023-02-09 22:38:13,False
KAVAUSDT,отскок,bids,0.92600000,2023-02-09 22:39:04,0.92500000,2023-02-09 22:39:06,False
KAVAUSDT,отскок,bids,0.92500000,2023-02-09 22:40:00,0.92400000,2023-02-09 22:40:07,False
